ticket_no,flight_id,boarding_no,seat_no
5433008577,22542,24,6F
5433008589,22542,25,7A
5433008580,22542,26,7C
5433285275,22542,27,7D
5433008582,22542,28,7E
5433810500,22542,29,7F
5433285274,22542,30,8C
5433008597,22542,31,8A
5433008602,22542,32,8E
5433008603,22542,33,8F
5433008606,22542,34,9A
5433008572,22542,35,9C
5433285268,22542,36,9D
5433008565,22542,37,9E
5433285294,22542,38,9F
5433285271,22542,39,10A
5433285284,22542,40,10C
5433008581,22542,41,10E
5433008567,22542,42,10F
5433008598,22542,43,11A
5433285278,22542,44,11C
5433008575,22542,45,11D
5433008604,22542,46,11E
5433008608,22542,47,11F
5433810499,22542,48,12A
5433285272,22542,49,12C
5433810502,22542,50,12D
5433008571,22542,51,12F
5433810501,22542,52,13A
5433008569,22542,53,13D
5433008594,22542,54,13E
5433285290,22542,55,13F
5433285291,22542,56,14A
5433810504,22542,57,14C
5433285264,22542,58,14D
5433008579,22542,59,14E
5433285269,22542,60,14F
5433008595,22542,61,15C
5433008601,22542,62,15D
5433285266,22542,63,15E
5433008574,22542,64,15F
5433008576,22542,65,16A
5433008591,22542,66,16D
5433285267,22542,67,16E
5433285292,22542,68,16F
5433285273,22542,69,17A
5433285283,22542,70,17C
5433285293,22542,71,17D
5433008586,22542,72,17F
5433008599,22542,73,18A
5433008570,22542,74,18C
5433008610,22542,75,18D
5433008566,22542,76,18E
5433008607,22542,77,18F
5433810505,22542,78,19A
5433285285,22542,79,19D
5433285265,22542,80,19E
5433008578,22542,81,19F
5433008590,22542,82,20C
5433285281,22542,83,20D
5433285277,22542,84,20E
5433285280,22542,85,20F
5432756840,25330,1,1A
5432756843,25330,2,1C
5432755070,25330,3,2A
5432755066,25330,4,3D
5434153522,25330,5,3F
5434153520,25330,6,4D
5434153516,25330,7,5A
5432755067,25330,8,5F
5432755071,25330,9,6C
5434152757,25330,10,6D
5434153521,25330,11,7C
5432756835,25330,12,7D
5432756842,25330,13,8A
5434152763,25330,14,8C
5432755069,25330,15,9A
5434152760,25330,16,9C
5432755065,25330,17,9E
5434152756,25330,18,10A
5434153523,25330,19,10D
5434152762,25330,20,12C
5434152761,25330,21,12D
5434153518,25330,22,13A
5434153519,25330,23,13C
5434152769,25330,24,13D
5432755064,25330,25,13E
5432756839,25330,26,14D
5432756844,25330,27,14E
5434152767,25330,28,14F
5432756836,25330,29,15D
5434152768,25330,30,15E
5432756841,25330,31,15F
5432756837,25330,32,16A
5434152764,25330,33,16F
5434152770,25330,34,17C
5434152766,25330,35,17D
5432756838,25330,36,18D
5432755072,25330,37,20D
5432755068,25330,38,20F
5433846731,5563,1,1C
5435282208,5563,2,1A
5433846719,5563,3,1F
5435282315,5563,4,1D
5433846708,5563,5,2A
5434173481,5563,6,2D
5433846710,5563,7,2C
5433846696,5563,8,3A
5435282314,5563,9,2F
5433846687,5563,10,3D
5435282252,5563,11,3C
5433846735,5563,12,4A
5433846734,5563,13,3F
5435282296,5563,14,4C
5435282225,5563,15,4F
5433846686,5563,16,5A
5435282239,5563,17,5F
5433846720,5563,18,5D
5433815383,5563,19,6B
5433846692,5563,20,6A
5435282300,5563,21,6D
5433846736,5563,22,6F
5433815380,5563,23,6E
5432081507,5563,24,7A
5433846699,5563,25,7C
5433846693,5563,26,7B
5433846717,5563,27,7E
5435282259,5563,28,7D
5433846730,5563,29,8A
5433846728,5563,30,7F
5434173467,5563,31,8B
5433846723,5563,32,8D
5433846714,5563,33,8E
5433846733,5563,34,9B
5433846694,5563,35,9A
5435282306,5563,36,9C
5435282299,5563,37,9E
5432081508,5563,38,9D
5433846725,5563,39,10A
5433846697,5563,40,9F
5433846709,5563,41,10C
5432081511,5563,42,10B
5433846722,5563,43,10E
5435282260,5563,44,10D
5432081509,5563,45,10F
5433815382,5563,46,11B
5433815381,5563,47,11A
5433846738,5563,48,11E
5433846680,5563,49,11D
5433846726,5563,50,11C
5433846716,5563,51,11F
5433846702,5563,52,12B
5434173484,5563,53,12A
5435282253,5563,54,12D
5435282343,5563,55,12C
5435282213,5563,56,12E
5435282329,5563,57,13A
5433846685,5563,58,12F
5433846703,5563,59,13B
5435282278,5563,60,13E
5435282283,5563,61,13D
5433846695,5563,62,14A
5432081510,5563,63,13F
5434173482,5563,64,14B
5435282226,5563,65,14E
5433846737,5563,66,14D
5435282240,5563,67,14C
5433846705,5563,68,14F
5432081513,5563,69,15A
5435282282,5563,70,15C
5433846711,5563,71,15D
5433846681,5563,72,16A
5433846690,5563,73,15F
5433846691,5563,74,16C
5433846706,5563,75,16B
5433846682,5563,76,16E
5435282305,5563,77,16D
5433846698,5563,78,17A
5433846729,5563,79,16F
5432081512,5563,80,17B
5435282341,5563,81,17D
5433846701,5563,82,17C
5433846688,5563,83,17F
5433846732,5563,84,17E
5433846707,5563,85,18B
5435282317,5563,86,18A
5433846704,5563,87,18C
5433846713,5563,88,18E
5435282268,5563,89,18D
5435282211,5563,90,19A
5435282301,5563,91,18F
5435282251,5563,92,19C
5433846715,5563,93,19B
5433846689,5563,94,19E
5435282304,5563,95,19D
5435282326,5563,96,19F
5433846700,5563,97,20B
5435282254,5563,98,20A
5433846712,5563,99,20D
5433846718,5563,100,20F
5433846724,5563,101,20E
5433846721,5563,102,21A
5433846683,5563,103,21C
5432081506,5563,104,21B
5433846727,5563,105,21F
5435282344,5563,106,21E
5433846684,5563,107,21D
5433815352,13883,1,1C
5433846097,13883,2,1A
5433815331,13883,3,1D
5433846026,13883,4,2C
5433846474,13883,5,2A
5433846180,13883,6,2D
5432003702,13883,7,2F
5433846162,13883,8,3D
5433815344,13883,9,3C
5433846096,13883,10,4A
5435282501,13883,11,3F
5433846368,13883,12,4C
5433846215,13883,13,5A
5433846067,13883,14,4F
5433846245,13883,15,4D
5433846114,13883,16,5C
5433846170,13883,17,5D
5433845966,13883,18,6A
5435282513,13883,19,6D
5433846409,13883,20,6C
5433846267,13883,21,6F
5435282509,13883,22,7A
5433815322,13883,23,7C
5433815332,13883,24,7B
5435282511,13883,25,7D
5435282503,13883,26,8A
5433845688,13883,27,7F
5433815321,13883,28,7E
5433815323,13883,29,8D
5435282506,13883,30,8C
5433846438,13883,31,8F
5433846240,13883,32,8E
5433846049,13883,33,9D
5433846115,13883,34,9C
5432003700,13883,35,9B
5433815349,13883,36,9E
5433846270,13883,37,9F
5433846316,13883,38,10C
5433846166,13883,39,10B
5433846305,13883,40,10D
5433846042,13883,41,11A
5433846315,13883,42,10F
5433815353,13883,43,11B
5433846278,13883,44,11D
5433846058,13883,45,11C
5435282512,13883,46,11F
5433846313,13883,47,11E
5433846246,13883,48,12B
5435282504,13883,49,12A
5433846304,13883,50,12C
5433845956,13883,51,12E
5433846105,13883,52,13A
5433846004,13883,53,13C
5433815320,13883,54,13B
5433846430,13883,55,13E
5433846314,13883,56,13D
5433846155,13883,57,13F
5433846231,13883,58,14B
5432003701,13883,59,14D
5433846209,13883,60,14C
5434173521,13883,61,15A
5433846279,13883,62,14E
5433815350,13883,63,15B
5435282515,13883,64,15C
5433846299,13883,65,15E
5433846331,13883,66,15D
5433846165,13883,67,16A
5434173520,13883,68,15F
5433846059,13883,69,16C
5435282508,13883,70,16B
5432003699,13883,71,16E
5433846107,13883,72,16D
5433815337,13883,73,16F
5433846005,13883,74,17B
5435282514,13883,75,17D
5433815355,13883,76,17C
5433815330,13883,77,17F
5435282510,13883,78,17E
5433846216,13883,79,18A
5433815310,13883,80,18C
5433846191,13883,81,18B
5433846219,13883,82,18E
5433846113,13883,83,18D
5433846210,13883,84,19A
5434173519,13883,85,18F
5434173518,13883,86,19C
5433846041,13883,87,19B
5433845689,13883,88,19D
5433846300,13883,89,19F
5433846292,13883,90,19E
5433846192,13883,91,20B
5433846156,13883,92,20A
5435282500,13883,93,20D
5433846225,13883,94,20C
5433846367,13883,95,20E
5435282505,13883,96,21B
5433846354,13883,97,20F
5433846218,13883,98,21C
5435282502,13883,99,21E
5433846048,13883,100,21D
5435282507,13883,101,21F
5435332295,7836,1,1A
5434620587,7836,2,1B
5435332206,7836,3,1C
5435332240,7836,4,1D
5434620593,7836,5,2A
5434620600,7836,6,2B
5432112515,7836,7,2D
5434620584,7836,8,3A
5435332252,7836,9,3B
5435332241,7836,10,3C
5434620597,7836,11,3D
5432112517,7836,12,4A
5434620596,7836,13,4B
5435332207,7836,14,4C
5435332245,7836,15,4D
5435332230,7836,16,5A
5435332257,7836,17,5C
5435332234,7836,18,6A
5435332258,7836,19,6C
5434620580,7836,20,6D
5434620581,7836,21,7A
5432112514,7836,22,7B
5434620590,7836,23,7D
5434620601,7836,24,18A
5434620583,7836,25,18B
5435332253,7836,26,18C
5435332284,7836,27,18D
5434620585,7836,28,19A
5434620595,7836,29,19B
5434620591,7836,30,19C
5434620589,7836,31,20A
5434620588,7836,32,19D
5434620599,7836,33,20B
5435332277,7836,34,20C
5434620594,7836,35,20D
5434620592,7836,36,21A
5435332278,7836,37,21B
5434620586,7836,38,21C
5434620598,7836,39,21D
5435332235,7836,40,22B
5435332254,7836,41,22C
5435332276,7836,42,22D
5432112516,7836,43,23A
5434620582,7836,44,23B
5435332332,32952,1,1A
5434620395,32952,2,1B
5435332338,32952,3,1C
5435332334,32952,4,2A
5434620396,32952,5,2B
5434620388,32952,6,2C
5435332337,32952,7,3A
5435332333,32952,8,3B
5434620435,32952,9,3C
5434620495,32952,10,3D
5434620415,32952,11,4A
5435332331,32952,12,4B
5434620436,32952,13,4C
5434620381,32952,14,4D
5434620389,32952,15,5A
5434620373,32952,16,6B
5434620324,32952,17,6D
5435332330,32952,18,7A
5434620407,32952,19,7B
5435332329,32952,20,18A
5434620322,32952,21,18C
5434620325,32952,22,19B
5434620323,32952,23,19C
5435332335,32952,24,19D
5435332328,32952,25,20A
5434620426,32952,26,20B
5434620289,32952,27,20C
5434620460,32952,28,20D
5435332336,32952,29,21D
5434620357,32952,30,22D
5434620471,32952,31,23A
5434620433,32952,32,23B
5435787354,4308,1,1A
5434994023,4308,2,1F
5435937343,4308,3,2C
5435785334,4308,4,2D
5434994025,4308,5,2F
5435785357,4308,6,3A
5435937366,4308,7,3D
5435785332,4308,8,4A
5435785337,4308,9,4D
5435785359,4308,10,4E
5435918619,4308,11,4F
5435785341,4308,12,5D
5435785333,4308,13,5E
5435785364,4308,14,5F
5435785338,4308,15,6C
5435937330,4308,16,6D
5435785340,4308,17,6E
5434994020,4308,18,7A
5434994024,4308,19,7C
5435937342,4308,20,7D
5435785352,4308,21,7E
5435785355,4308,22,7F
5432190630,4308,23,8C
5435785350,4308,24,8F
5435785349,4308,25,9C
5432190628,4308,26,9D
5435785343,4308,27,9E
5435785356,4308,28,10C
5435785360,4308,29,10E
5435785351,4308,30,10F
5434994018,4308,31,11A
5434994019,4308,32,11D
5435937331,4308,33,11E
5435785354,4308,34,12A
5435785362,4308,35,12D
5435785363,4308,36,12E
5435918602,4308,37,12F
5435918601,4308,38,13A
5435785344,4308,39,13F
5435785339,4308,40,14A
5435785347,4308,41,14C
5435785361,4308,42,14D
5435785346,4308,43,14F
5435785345,4308,44,15A
5435785358,4308,45,15E
5434994016,4308,46,15F
5435785331,4308,47,16A
5434994021,4308,48,16C
5435785348,4308,49,16D
5435785335,4308,50,17E
5432190629,4308,51,17F
5435785353,4308,52,18A
5435918617,4308,53,18C
5434994017,4308,54,18D
5434994015,4308,55,18E
5435785336,4308,56,18F
5435785342,4308,57,19C
5435937365,4308,58,19E
5434994022,4308,59,20F
5435785115,27299,1,1C
5435937384,27299,2,1D
5435785002,27299,3,1F
5434993926,27299,4,2D
5435784975,27299,5,3C
5435918656,27299,6,3F
5434993899,27299,7,4A
5435784963,27299,8,4C
5434993946,27299,9,4D
5434993919,27299,10,4F
5435784764,27299,11,5A
5435784867,27299,12,5D
5434993958,27299,13,6A
5434993911,27299,14,6D
5434993900,27299,15,6E
5435784922,27299,16,6F
5435785011,27299,17,7A
5435784977,27299,18,7C
5435937385,27299,19,7D
5435784801,27299,20,7E
5435785065,27299,21,8A
5435784985,27299,22,8C
5435785021,27299,23,8E
5434993929,27299,24,8F
5435785020,27299,25,9A
5434993924,27299,26,10E
5435784976,27299,27,10F
5435784827,27299,28,11A
5435785082,27299,29,11C
5435784864,27299,30,11D
5435784939,27299,31,11E
5435784843,27299,32,11F
5435784882,27299,33,12A
5435785081,27299,34,12D
5435937386,27299,35,12F
5435784958,27299,36,13A
5435785077,27299,37,13E
5435785016,27299,38,13F
5435784998,27299,39,14A
5435937383,27299,40,14C
5435937387,27299,41,14E
5435937388,27299,42,14F
5435784839,27299,43,15A
5435785033,27299,44,15D
5435918652,27299,45,15F
5435784866,27299,46,16A
5434993910,27299,47,16D
5435918654,27299,48,17A
5434993928,27299,49,17D
5435784942,27299,50,17F
5435784974,27299,51,18E
5435784959,27299,52,19C
5435784978,27299,53,19E
5435918655,27299,54,19F
5435785019,27299,55,20A
5435787329,27299,56,20D
5435918653,27299,57,20E
5435784865,27299,58,20F
5432146196,19870,1,2A
5432146197,19870,2,3B
5432146198,19870,3,7A
5432459816,4729,1,1A
5432567600,4729,2,1C
5432567611,4729,3,1F
5432567594,4729,4,1H
5432170382,4729,5,1G
5432459838,4729,6,2F
5434081908,4729,7,2C
5434081907,4729,8,2H
5432567609,4729,9,2G
5432567627,4729,10,3B
5432567635,4729,11,3F
5432567639,4729,12,3G
5432567633,4729,13,4A
5434081898,4729,14,4B
5432567626,4729,15,4C
5432567643,4729,16,4H
5432567593,4729,17,4G
5432567601,4729,18,5A
5434081895,4729,19,5B
5432459848,4729,20,5G
5432567649,4729,21,5F
5432567597,4729,22,5H
5433452738,4729,23,9B
5433451620,4729,24,9G
5432459826,4729,25,9H
5432459836,4729,26,11B
5432567641,4729,27,11F
5432567642,4729,28,11H
5432459852,4729,29,12B
5432170388,4729,30,12E
5432567590,4729,31,12D
5432459843,4729,32,12G
5432459845,4729,33,12H
5432567648,4729,34,13B
5432567608,4729,35,13A
5432459817,4729,36,13D
5434081910,4729,37,13F
5432459824,4729,38,13E
5432571324,4729,39,13H
5432186869,4729,40,13G
5432567634,4729,41,14B
5433726103,4729,42,14D
5432459858,4729,43,14F
5432567645,4729,44,14H
5434081904,4729,45,14G
5432571321,4729,46,15D
5434081913,4729,47,15B
5434081902,4729,48,15E
5432459847,4729,49,15F
5434081916,4729,50,15H
5432459829,4729,51,15G
5432459837,4729,52,16D
5432459823,4729,53,16B
5432567646,4729,54,16G
5432567618,4729,55,16F
5432170386,4729,56,17D
5434081903,4729,57,17B
5432571323,4729,58,17E
5432459849,4729,59,17F
5432459830,4729,60,18B
5432459820,4729,61,18A
5432567636,4729,62,18D
5432170383,4729,63,18F
5432567630,4729,64,18G
5432459862,4729,65,19A
5432567620,4729,66,18H
5434081901,4729,67,19B
5432567598,4729,68,19E
5432186868,4729,69,19F
5432567603,4729,70,19G
5432459840,4729,71,19H
5432459853,4729,72,20B
5432567631,4729,73,20E
5432459857,4729,74,20D
5433726104,4729,75,20F
5432459844,4729,76,20H
5432459813,4729,77,20G
5432459822,4729,78,21A
5432567638,4729,79,21E
5433451619,4729,80,21G
5432459819,4729,81,21F
5432567602,4729,82,21H
5432567637,4729,83,22A
5432459851,4729,84,22D
5432567612,4729,85,22E
5432459835,4729,86,22G
5432567595,4729,87,22F
5434081912,4729,88,23A
5432567604,4729,89,22H
5432567615,4729,90,23B
5432459834,4729,91,23F
5434081905,4729,92,23E
5432459821,4729,93,23G
5432459827,4729,94,24A
5432567606,4729,95,23H
5432459814,4729,96,24B
5433451618,4729,97,24D
5434081896,4729,98,24G
5432567591,4729,99,25D
5432567640,4729,100,27A
5434081917,4729,101,25F
5432459855,4729,102,27E
5434081894,4729,103,27H
5432571320,4729,104,28B
5432567614,4729,105,28E
5434081900,4729,106,28D
5432459828,4729,107,28G
5432567610,4729,108,28H
5432567619,4729,109,29B
5432459846,4729,110,29F
5434081899,4729,111,29G
5432571322,4729,112,30B
5432567647,4729,113,30A
5432459842,4729,114,30F
5432567623,4729,115,30E
5432567629,4729,116,30G
5432459850,4729,117,31A
5432567622,4729,118,30H
5432567632,4729,119,31B
5432170387,4729,120,31D
5432459854,4729,121,31H
5432459856,4729,122,31G
5432459818,4729,123,32B
5432567628,4729,124,32D
5432567605,4729,125,32F
5432459861,4729,126,32H
5432186870,4729,127,32G
5432170385,4729,128,33A
5432459859,4729,129,33D
5432567616,4729,130,33B
5434081892,4729,131,33E
5432567599,4729,132,33G
5432567607,4729,133,33F
5432170384,4729,134,33H
5432567625,4729,135,34A
5434081909,4729,136,34D
5434081915,4729,137,34B
5432567592,4729,138,34E
5434081914,4729,139,34G
5432459833,4729,140,34F
5432567650,4729,141,34H
5432567596,4729,142,35B
5433452739,4729,143,35D
5432567613,4729,144,35E
5432186867,4729,145,35G
5434081897,4729,146,36A
5434081906,4729,147,35H
5432459832,4729,148,36B
5432459860,4729,149,36E
5434081911,4729,150,37A
5432567644,4729,151,37E
5434081893,4729,152,37F
5432459825,4729,153,37H
5432459831,4729,154,37G
5432567624,4729,155,38A
5432459863,4729,156,38B
5432459841,4729,157,38E
5432567621,4729,158,39D
5432459815,4729,159,38H
5432567617,4729,160,39E
5432459839,4729,161,39F
5434081697,30527,1,1A
5432567502,30527,2,1F
5432567148,30527,3,1G
5432459339,30527,4,2A
5432567054,30527,5,2B
5432567129,30527,6,2C
5432459409,30527,7,2G
5434081744,30527,8,3A
5432459393,30527,9,3C
5432567213,30527,10,3B
5432567242,30527,11,3F
5434081678,30527,12,3G
5432567379,30527,13,4A
5434081723,30527,14,4G
5432567031,30527,15,5A
5432566985,30527,16,4H
5432567469,30527,17,5B
5433454856,30527,18,5G
5432567109,30527,19,9B
5432567036,30527,20,9G
5434081604,30527,21,11A
5434081680,30527,22,9H
5432459328,30527,23,11B
5432567244,30527,24,11E
5433454852,30527,25,11D
5432459383,30527,26,11G
5432459602,30527,27,12A
5432459232,30527,28,12D
5432567328,30527,29,12E
5432567017,30527,30,12G
5432566929,30527,31,12F
5434081695,30527,32,12H
5434081679,30527,33,13A
5432567226,30527,34,13D
5432459542,30527,35,13B
5432213605,30527,36,13F
5432459240,30527,37,13G
5434081719,30527,38,13H
5432459730,30527,39,14B
5433454857,30527,40,14F
5434081653,30527,41,14E
5432459414,30527,42,14G
5432567163,30527,43,15D
5432567162,30527,44,15B
5432566930,30527,45,15E
5432567304,30527,46,15G
5434081664,30527,47,16A
5432459447,30527,48,15H
5432459422,30527,49,16D
5432567130,30527,50,16B
5432459580,30527,51,16E
5432567102,30527,52,16F
5434081638,30527,53,16H
5434081602,30527,54,16G
5432459512,30527,55,17B
5432459501,30527,56,17E
5432567074,30527,57,17D
5433454853,30527,58,17G
5432459417,30527,59,18A
5432571295,30527,60,17H
5432567503,30527,61,18D
5432567202,30527,62,18G
5432567218,30527,63,18F
5432459499,30527,64,19B
5434081707,30527,65,19A
5432459296,30527,66,19D
5432567101,30527,67,19E
5432567089,30527,68,19H
5434081722,30527,69,20A
5432567225,30527,70,20F
5432459256,30527,71,20H
5432566876,30527,72,21A
5432567224,30527,73,21F
5432459295,30527,74,21H
5432459410,30527,75,22D
5432567177,30527,76,22B
5432459448,30527,77,22E
5432567071,30527,78,22F
5432459418,30527,79,22H
5432459604,30527,80,23B
5434081656,30527,81,23D
5432213604,30527,82,23E
5432567082,30527,83,23H
5432567254,30527,84,23G
5432459324,30527,85,24A
5432459423,30527,86,24B
5434081573,30527,87,24E
5432567173,30527,88,24D
5432567064,30527,89,24F
5432567286,30527,90,24H
5432567222,30527,91,24G
5432567266,30527,92,25D
5432459394,30527,93,25E
5434081654,30527,94,27A
5432567094,30527,95,27D
5432566880,30527,96,27F
5432459403,30527,97,27H
5432213606,30527,98,27G
5432459415,30527,99,28A
5432571302,30527,100,28D
5432567043,30527,101,28B
5432459412,30527,102,28G
5432459123,30527,103,28F
5432567305,30527,104,29A
5432459603,30527,105,29B
5432459520,30527,106,29F
5432459477,30527,107,29E
5432459440,30527,108,29D
5432161151,30527,109,29G
5432567331,30527,110,29H
5432567358,30527,111,30A
5434081636,30527,112,30D
5432567052,30527,113,30B
5432459460,30527,114,30F
5432459416,30527,115,30E
5432567295,30527,116,31A
5432459451,30527,117,30H
5434081694,30527,118,31B
5432459519,30527,119,31F
5434081626,30527,120,31E
5432567180,30527,121,31H
5432213607,30527,122,31G
5432567223,30527,123,32B
5434081733,30527,124,32A
5432567243,30527,125,32D
5432567175,30527,126,32G
5432459317,30527,127,33A
5432566984,30527,128,33E
5432567208,30527,129,33D
5432459282,30527,130,34B
5432459476,30527,131,34F
5432459513,30527,132,35B
5432571277,30527,133,35D
5434081603,30527,134,35H
5432459332,30527,135,36A
5432459481,30527,136,36D
5432459400,30527,137,36H
5432567018,30527,138,36G
5432459419,30527,139,37D
5432161152,30527,140,37B
5432459424,30527,141,37E
5433452723,30527,142,37H
5432567010,30527,143,37G
5432459360,30527,144,38B
5432567051,30527,145,38E
5432459500,30527,146,38D
5432459361,30527,147,38F
5432459239,30527,148,38H
5432459371,30527,149,38G
5432459452,30527,150,39E
5435720824,13673,1,2A
5435720822,13673,2,3A
5435722054,13673,3,4A
5435720823,13673,4,5B
5435722055,13673,5,6B
5435722036,21133,1,2A
5435722037,21133,2,2B
5435722031,21133,3,6A
5435722022,21133,4,5B
5432295880,22757,1,1D
5432295879,22757,2,2C
5432295878,22757,3,22C
5433343161,11090,1,1A
5433343136,11090,2,1C
5433343135,11090,3,1F
5433343124,11090,4,1D
5433343154,11090,5,2C
5433343190,11090,6,2A
5433343149,11090,7,3A
5433343168,11090,8,2F
5433343210,11090,9,3D
5433343196,11090,10,3C
5435380258,11090,11,3F
5433343198,11090,12,4A
5433343117,11090,13,4C
5433343194,11090,14,4B
5435097196,11090,15,4D
5433343146,11090,16,4E
5433343209,11090,17,4F
5435097191,11090,18,5A
5433343212,11090,19,5B
5433343143,11090,20,5D
5433343120,11090,21,5C
5433343116,11090,22,5E
5433343195,11090,23,6A
5435508246,11090,24,5F
5433343140,11090,25,6B
5435508202,11090,26,6D
5433343158,11090,27,6E
5433343181,11090,28,7A
5433343205,11090,29,6F
5433343211,11090,30,7B
5435508283,11090,31,7C
5435508277,11090,32,7E
5433343167,11090,33,7D
5433343166,11090,34,7F
5433343157,11090,35,8B
5433343151,11090,36,8A
5433343141,11090,37,8C
5433343155,11090,38,8E
5433343207,11090,39,8D
5433343191,11090,40,9A
5433343175,11090,41,8F
5433343165,11090,42,9B
5433343150,11090,43,9C
5433343111,11090,44,9E
5435508250,11090,45,9D
5433343139,11090,46,9F
5433343144,11090,47,10C
5433343183,11090,48,10D
5433343160,11090,49,11A
5433343153,11090,50,10E
5433343132,11090,51,11B
5435097193,11090,52,11C
5433343189,11090,53,11E
5433343174,11090,54,11D
5435097198,11090,55,11F
5433343176,11090,56,12A
5433343137,11090,57,12C
5433343177,11090,58,12B
5435508262,11090,59,12E
5433343112,11090,60,12D
5433343208,11090,61,12F
5435097194,11090,62,13B
5433343133,11090,63,13A
5433343185,11090,64,13C
5433343199,11090,65,13E
5433343171,11090,66,13D
5435508247,11090,67,13F
5433343113,11090,68,14B
5433343130,11090,69,14A
5433343115,11090,70,14D
5433343127,11090,71,14C
5435097190,11090,72,14E
5435097195,11090,73,15A
5435380259,11090,74,14F
5433343126,11090,75,15B
5433343152,11090,76,15C
5433343192,11090,77,15D
5433343148,11090,78,15E
5433343164,11090,79,16A
5433343123,11090,80,15F
5433343134,11090,81,16B
5433343145,11090,82,16C
5435380257,11090,83,16E
5435097197,11090,84,16F
5433343128,11090,85,17A
5433343184,11090,86,17B
5433343180,11090,87,17C
5433343179,11090,88,17E
5435508201,11090,89,17D
5433343118,11090,90,17F
5433343182,11090,91,18A
5433343159,11090,92,18B
5433343119,11090,93,18D
5433343204,11090,94,18C
5433343202,11090,95,18E
5433343188,11090,96,18F
5433343197,11090,97,19A
5433343142,11090,98,19C
5433343200,11090,99,19B
5433343172,11090,100,19E
5433343169,11090,101,19D
5435508266,11090,102,19F
5433343187,11090,103,20A
5433343201,11090,104,20B
5433343138,11090,105,20C
5433343170,11090,106,20E
5433343162,11090,107,20D
5433343114,11090,108,20F
5433343121,11090,109,21A
5433343193,11090,110,21C
5433343122,11090,111,21B
5433343186,11090,112,21D
5433343178,11090,113,21F
5435508279,11090,114,21E
5433343206,11090,115,22B
5435097192,11090,116,22A
5433343131,11090,117,22C
5433343156,11090,118,22E
5435380230,11090,119,22D
5433343173,11090,120,22F
5433343129,11090,121,23B
5433343147,11090,122,23A
5435508276,11090,123,23C
5433343163,11090,124,23E
5433343125,11090,125,23D
5433343203,11090,126,23F
5435545736,17110,1,22B
5433342023,17110,2,1A
5433341912,17110,3,1C
5433342274,17110,4,1D
5433342270,17110,5,2A
5435545738,17110,6,1F
5433341881,17110,7,2D
5433342210,17110,8,2C
5433342373,17110,9,3A
5433342297,17110,10,2F
5435097134,17110,11,3C
5433342196,17110,12,3D
5433342109,17110,13,3F
5433342118,17110,14,4A
5435097098,17110,15,4C
5435545739,17110,16,4B
5433341923,17110,17,4D
5433341613,17110,18,4E
5433342165,17110,19,4F
5433342327,17110,20,5A
5433342514,17110,21,5C
5433342265,17110,22,5B
5433341916,17110,23,5D
5433342381,17110,24,5F
5433342493,17110,25,5E
5433341617,17110,26,6A
5435380298,17110,27,6B
5433342527,17110,28,6C
5433341913,17110,29,6D
5433341799,17110,30,6E
5433341944,17110,31,6F
5433342378,17110,32,7B
5433341911,17110,33,7A
5433342413,17110,34,7C
5433342105,17110,35,7D
5433342330,17110,36,7F
5433341980,17110,37,7E
5433342440,17110,38,8B
5433342058,17110,39,8A
5433342106,17110,40,8C
5433341882,17110,41,8E
5433341614,17110,42,8D
5433341902,17110,43,9A
5433342237,17110,44,8F
5433342155,17110,45,9B
5433342192,17110,46,9C
5433342364,17110,47,9E
5433341978,17110,48,9D
5433341931,17110,49,9F
5435097090,17110,50,10B
5433341883,17110,51,10D
5433342412,17110,52,10C
5433342372,17110,53,11A
5435380294,17110,54,10E
5433342218,17110,55,11B
5435380296,17110,56,11D
5433341940,17110,57,11C
5433342016,17110,58,11E
5433341914,17110,59,11F
5435380295,17110,60,12A
5433342213,17110,61,12C
5433342077,17110,62,12B
5433342022,17110,63,12D
5433342239,17110,64,12E
5433342526,17110,65,12F
5433342296,17110,66,13A
5433341894,17110,67,13B
5433342369,17110,68,13D
5433342229,17110,69,13C
5433342238,17110,70,13E
5435545737,17110,71,14A
5433342718,17110,72,13F
5433342374,17110,73,14B
5433342273,17110,74,14D
5433342088,17110,75,14C
5433342083,17110,76,14E
5433342475,17110,77,14F
5433342240,17110,78,15B
5433341979,17110,79,15A
5433342000,17110,80,15C
5433342232,17110,81,15D
5433342375,17110,82,15F
5435097120,17110,83,15E
5433342405,17110,84,16B
5433341933,17110,85,16A
5433342180,17110,86,16C
5433342534,17110,87,16E
5433342209,17110,88,16D
5433342204,17110,89,16F
5432293208,17110,90,17A
5433341999,17110,91,17B
5433341922,17110,92,17C
5433341481,17110,93,17E
5433341952,17110,94,17D
5435097121,17110,95,17F
5433341973,17110,96,18A
5433342515,17110,97,18B
5433342107,17110,98,18C
5433342361,17110,99,18E
5435545740,17110,100,18D
5432293207,17110,101,18F
5433342393,17110,102,19A
5435380297,17110,103,19B
5433342142,17110,104,19C
5433341930,17110,105,19E
5433342181,17110,106,19D
5433341622,17110,107,19F
5433342197,17110,108,20A
5432293209,17110,109,20C
5433341932,17110,110,20B
5433341621,17110,111,20E
5433342326,17110,112,20D
5433341480,17110,113,20F
5433341809,17110,114,21B
5433341779,17110,115,21A
5433342432,17110,116,21C
5433342174,17110,117,21D
5433341868,17110,118,21F
5433342298,17110,119,21E
5433341798,17110,120,22A
5433342219,17110,121,22C
5433342230,17110,122,22D
