book_ref,book_date,total_amount
6B5407,2017-08-01 23:47:00+03,56100
6B5461,2017-07-03 06:10:00+03,25900
6B5472,2017-07-24 20:36:00+03,30200
6B5490,2017-07-18 15:33:00+03,64700
6B552D,2017-07-25 19:02:00+03,62800
6B5547,2017-08-15 03:59:00+03,21200
6B5670,2017-08-12 16:51:00+03,75300
6B56A5,2017-07-15 22:16:00+03,117000
6B56C5,2017-08-04 06:44:00+03,129200
6B5714,2017-08-02 07:32:00+03,18000
6B5722,2017-07-13 15:55:00+03,42000
6B5723,2017-07-22 07:45:00+03,16400
6B5757,2017-07-28 00:37:00+03,34000
6B5777,2017-07-11 15:55:00+03,24000
6B5778,2017-06-28 18:28:00+03,179400
6B581D,2017-08-13 01:44:00+03,277800
6B583B,2017-07-06 23:46:00+03,87200
6B5849,2017-07-05 21:19:00+03,228700
6B586F,2017-08-11 02:35:00+03,28800
6B58AB,2017-07-09 15:28:00+03,285000
6B5913,2017-08-06 18:26:00+03,6700
6B597B,2017-07-01 21:28:00+03,47100
6B598C,2017-07-23 00:14:00+03,188000
6B59F4,2017-07-30 10:48:00+03,19600
6B5A04,2017-07-30 11:09:00+03,6000
6B5A0F,2017-07-27 20:41:00+03,40800
6B5A2F,2017-07-20 07:09:00+03,161900
6B5ABC,2017-08-15 16:04:00+03,90000
6B5B25,2017-08-09 04:39:00+03,70800
6B5B41,2017-08-07 09:12:00+03,246000
6B5B8C,2017-07-23 00:33:00+03,68800
6B5C29,2017-07-28 15:36:00+03,164600
6B5C2E,2017-07-15 23:32:00+03,113200
6B5C5A,2017-08-15 12:46:00+03,86600
6B5D45,2017-08-07 19:42:00+03,16400
6B5DE7,2017-07-28 07:24:00+03,72400
6B5DE9,2017-07-06 21:21:00+03,46900
6B5DF9,2017-07-30 06:42:00+03,45200
6B5E24,2017-07-28 03:41:00+03,283100
6B5E60,2017-08-05 23:28:00+03,11000
6B5E6B,2017-07-01 04:38:00+03,55800
6B5E98,2017-08-04 14:33:00+03,13600
6B5EF0,2017-08-11 02:17:00+03,270800
6B5F1D,2017-08-05 06:36:00+03,50200
6B5F59,2017-07-15 11:00:00+03,29400
6B5F60,2017-08-01 04:19:00+03,52000
6B5F9C,2017-07-29 18:15:00+03,33100
6B6042,2017-07-25 07:49:00+03,240600
6B6044,2017-08-03 09:03:00+03,43500
6B6085,2017-07-17 18:59:00+03,146300
6B6170,2017-08-13 23:46:00+03,26600
6B6186,2017-07-16 01:52:00+03,132800
6B61B0,2017-07-08 22:31:00+03,35600
6B61F8,2017-07-15 03:49:00+03,106200
6B6202,2017-08-02 13:01:00+03,80000
6B6293,2017-07-31 13:14:00+03,7400
6B6299,2017-07-20 17:28:00+03,56000
6B629D,2017-07-22 23:31:00+03,196800
6B62D8,2017-08-05 05:59:00+03,46400
6B63D1,2017-08-09 15:27:00+03,119700
6B6453,2017-07-08 04:22:00+03,64500
6B6489,2017-07-24 05:52:00+03,21400
6B6522,2017-08-12 18:01:00+03,35200
6B6529,2017-07-26 19:53:00+03,141100
6B65AC,2017-07-16 01:24:00+03,89600
6B65CB,2017-07-07 07:17:00+03,67700
6B65E7,2017-08-12 14:57:00+03,12000
6B6627,2017-07-12 01:09:00+03,12600
6B6630,2017-07-17 03:08:00+03,45200
6B6666,2017-07-12 15:50:00+03,398500
6B6669,2017-08-10 15:23:00+03,24400
6B66BD,2017-07-31 18:44:00+03,55800
6B6707,2017-07-26 14:30:00+03,54700
6B67A6,2017-07-06 07:12:00+03,124200
6B686E,2017-07-18 19:51:00+03,187900
6B68AE,2017-07-16 10:49:00+03,38600
6B68EE,2017-07-13 07:58:00+03,29400
6B694B,2017-07-15 03:01:00+03,13600
6B6953,2017-08-04 07:53:00+03,34600
6B69C6,2017-08-12 10:52:00+03,58800
6B69E0,2017-08-14 04:56:00+03,68800
6B69FB,2017-08-08 09:03:00+03,98400
6B6A31,2017-08-10 06:27:00+03,43600
6B6A59,2017-08-13 16:17:00+03,18600
6B6A8B,2017-07-15 02:55:00+03,112600
6B6AC2,2017-07-26 13:40:00+03,29600
6B6B40,2017-07-13 21:51:00+03,56900
6B6B4D,2017-07-16 18:54:00+03,65900
6B6B62,2017-07-05 04:47:00+03,59300
6B6B64,2017-07-21 12:08:00+03,102600
6B6B86,2017-07-15 21:01:00+03,66600
6B6BFC,2017-07-13 18:35:00+03,167400
6B6C0A,2017-07-16 19:47:00+03,182000
6B6C53,2017-07-27 10:12:00+03,46000
6B6C73,2017-07-29 10:38:00+03,131100
6B6C8D,2017-07-22 06:05:00+03,131600
6B6CC8,2017-08-04 11:34:00+03,55800
6B6D4E,2017-07-08 06:10:00+03,65500
6B6D53,2017-07-31 15:16:00+03,173900
6B6D6E,2017-08-12 04:41:00+03,56600
6B6DF7,2017-07-26 02:02:00+03,96800
6B6E4B,2017-07-24 13:36:00+03,35200
6B6E65,2017-08-02 02:37:00+03,11600
6B6EF7,2017-08-15 16:02:00+03,266400
6B6F14,2017-08-06 13:35:00+03,125200
6B6FBA,2017-07-21 06:54:00+03,130400
6B704A,2017-07-30 07:18:00+03,6900
6B7072,2017-07-10 13:34:00+03,44000
6B7123,2017-08-13 02:04:00+03,75300
6B7144,2017-07-29 07:23:00+03,109400
6B7193,2017-07-19 17:37:00+03,13400
6B71EB,2017-08-10 15:30:00+03,107700
6B71F6,2017-08-05 08:42:00+03,31000
6B720B,2017-08-02 17:25:00+03,56600
6B7232,2017-08-11 02:51:00+03,18900
6B7236,2017-08-14 00:32:00+03,304200
6B7260,2017-07-06 23:28:00+03,270700
6B7270,2017-07-21 22:27:00+03,149600
6B7273,2017-07-29 10:32:00+03,22000
6B727F,2017-07-12 23:14:00+03,81700
6B7294,2017-07-21 00:27:00+03,32800
6B72CE,2017-08-03 19:52:00+03,202100
6B7377,2017-08-03 03:04:00+03,42700
6B73AB,2017-07-04 10:31:00+03,65900
6B73BE,2017-07-22 04:54:00+03,55800
6B73EA,2017-08-11 11:26:00+03,35300
6B73F6,2017-08-04 01:35:00+03,48700
6B7435,2017-07-06 13:52:00+03,27200
6B7438,2017-07-16 03:47:00+03,48800
6B746F,2017-07-16 05:53:00+03,364600
6B7477,2017-07-04 06:29:00+03,56000
6B749D,2017-08-01 04:45:00+03,23400
6B757C,2017-07-02 02:34:00+03,47500
6B75E0,2017-07-05 02:12:00+03,23200
6B7662,2017-07-12 08:54:00+03,59800
6B7698,2017-07-27 14:22:00+03,52000
6B76A1,2017-08-02 07:28:00+03,26000
6B76BE,2017-07-20 00:14:00+03,154400
6B76C8,2017-08-09 07:27:00+03,67600
6B76E4,2017-08-12 19:28:00+03,62800
6B7701,2017-08-06 12:30:00+03,20000
6B7714,2017-07-05 21:29:00+03,105000
6B7726,2017-08-14 15:12:00+03,26700
6B7755,2017-07-03 04:55:00+03,88200
6B7786,2017-07-08 22:32:00+03,239200
6B7798,2017-08-04 05:56:00+03,57600
6B77AC,2017-06-28 23:52:00+03,33600
6B77DB,2017-08-13 08:39:00+03,33300
6B77FA,2017-07-05 23:25:00+03,28800
6B783B,2017-07-31 04:42:00+03,27200
6B78A2,2017-08-04 20:03:00+03,43700
6B7946,2017-08-04 18:46:00+03,65600
6B7960,2017-08-04 16:39:00+03,139300
6B7967,2017-07-10 06:35:00+03,36200
6B7A8E,2017-07-18 02:30:00+03,37900
6B7BCC,2017-08-06 21:44:00+03,119600
6B7BCE,2017-08-06 20:57:00+03,93700
6B7BF4,2017-07-16 19:52:00+03,73600
6B7C35,2017-07-31 09:27:00+03,42400
6B7C4F,2017-07-02 06:19:00+03,92400
6B7C98,2017-07-07 03:35:00+03,89600
6B7CA3,2017-08-02 21:27:00+03,40800
6B7CA6,2017-07-07 08:47:00+03,57500
6B7CBF,2017-08-14 01:48:00+03,13200
6B7D1D,2017-07-02 08:24:00+03,48800
6B7D9E,2017-07-20 18:24:00+03,28000
6B7DB9,2017-07-11 21:11:00+03,16400
6B7DE5,2017-07-21 16:25:00+03,52400
6B7E38,2017-07-22 05:50:00+03,26000
6B7ECA,2017-08-06 10:37:00+03,56000
6B7EE1,2017-08-01 07:26:00+03,114700
6B7EE3,2017-07-03 23:39:00+03,58600
6B7F1A,2017-07-15 22:12:00+03,114600
6B7F1D,2017-07-08 22:20:00+03,6800
6B7F97,2017-07-20 11:33:00+03,55800
6B7FAF,2017-07-26 11:05:00+03,52000
6B8012,2017-08-10 19:39:00+03,166400
6B80E4,2017-07-28 14:38:00+03,117600
6B80EB,2017-07-11 13:42:00+03,67000
6B8104,2017-07-16 09:30:00+03,50600
6B811E,2017-08-08 16:53:00+03,28800
6B81AF,2017-07-25 18:50:00+03,172600
6B8234,2017-08-03 15:31:00+03,24400
6B828F,2017-08-11 22:17:00+03,123000
6B82C8,2017-07-11 03:35:00+03,25000
6B8337,2017-07-22 12:27:00+03,23400
6B83B9,2017-07-09 00:29:00+03,22000
6B83DA,2017-08-15 17:03:00+03,18900
6B83E0,2017-07-08 03:11:00+03,74400
6B844A,2017-08-07 13:40:00+03,270400
6B844E,2017-07-11 12:36:00+03,37700
6B847C,2017-07-08 12:52:00+03,67700
6B84BD,2017-08-05 14:35:00+03,192400
6B84C7,2017-07-21 18:48:00+03,83000
6B84D7,2017-08-15 08:59:00+03,57500
6B84DE,2017-07-26 06:04:00+03,46500
6B84F8,2017-08-10 00:10:00+03,160700
6B84FC,2017-07-10 18:09:00+03,28000
6B8549,2017-07-01 07:56:00+03,90400
6B8598,2017-08-07 02:58:00+03,124200
6B85A6,2017-07-17 09:51:00+03,56000
6B862F,2017-07-25 17:59:00+03,26000
6B8670,2017-08-06 20:53:00+03,69000
6B8681,2017-06-30 22:40:00+03,26800
6B86DD,2017-07-03 15:31:00+03,73100
6B872F,2017-07-09 15:54:00+03,56000
6B876D,2017-07-11 08:59:00+03,75300
6B8774,2017-08-07 15:42:00+03,199700
6B879F,2017-08-02 21:29:00+03,40700
6B8802,2017-07-05 19:55:00+03,48300
6B88A9,2017-08-12 01:17:00+03,24800
6B88FE,2017-07-04 02:30:00+03,85700
6B8912,2017-08-04 04:59:00+03,133100
6B891A,2017-07-07 12:24:00+03,54800
6B8A0D,2017-07-13 09:55:00+03,46200
6B8A21,2017-08-02 19:00:00+03,111600
6B8A43,2017-08-11 06:16:00+03,17200
6B8AB7,2017-08-13 00:49:00+03,50800
6B8AFD,2017-07-31 11:13:00+03,20600
6B8B8D,2017-08-12 23:45:00+03,19900
6B8BBD,2017-07-09 04:26:00+03,24400
6B8BD7,2017-07-03 12:12:00+03,34000
6B8C14,2017-08-09 08:46:00+03,27200
6B8C77,2017-08-13 21:30:00+03,39100
6B8C97,2017-07-04 16:53:00+03,94000
6B8CAD,2017-08-09 22:44:00+03,133200
6B8CEB,2017-07-18 14:12:00+03,28000
6B8D48,2017-07-22 02:02:00+03,64200
6B8D54,2017-08-05 06:44:00+03,134400
6B8D8F,2017-08-01 10:24:00+03,46500
6B8DA4,2017-07-10 05:00:00+03,47300
6B8DC0,2017-08-07 19:28:00+03,48500
6B8E36,2017-07-25 23:42:00+03,272400
6B8E48,2017-08-08 22:48:00+03,109400
6B8ED6,2017-07-20 15:23:00+03,60400
6B8EDC,2017-08-06 14:23:00+03,36200
6B8F0D,2017-07-02 01:44:00+03,258400
6B8F35,2017-07-14 10:05:00+03,260900
6B8F77,2017-07-04 05:12:00+03,272300
6B8FDE,2017-07-19 06:51:00+03,27800
6B9012,2017-08-06 17:27:00+03,135400
6B919A,2017-07-22 23:24:00+03,122700
6B9231,2017-08-06 07:24:00+03,55800
6B924B,2017-08-01 02:05:00+03,417800
6B927D,2017-08-10 08:41:00+03,14000
6B92EE,2017-08-09 09:52:00+03,11200
6B92F8,2017-08-04 08:16:00+03,46400
6B9321,2017-07-26 01:09:00+03,58800
6B935A,2017-07-12 17:47:00+03,14400
6B9381,2017-07-09 04:25:00+03,111600
6B938E,2017-07-10 06:17:00+03,58000
6B93DA,2017-07-09 02:56:00+03,39200
6B9409,2017-08-09 03:46:00+03,85700
6B9410,2017-07-19 00:52:00+03,56000
6B9411,2017-07-08 06:25:00+03,30000
6B9418,2017-07-07 02:19:00+03,23600
6B945E,2017-08-10 03:16:00+03,38600
6B9460,2017-07-28 01:06:00+03,32800
6B949D,2017-07-05 11:54:00+03,135400
6B94EF,2017-08-07 03:56:00+03,58400
6B94FD,2017-07-09 04:28:00+03,189800
6B954B,2017-07-07 14:03:00+03,229900
6B95F8,2017-07-11 00:51:00+03,166100
6B9648,2017-07-30 16:27:00+03,12600
6B9686,2017-08-02 22:12:00+03,56900
6B96DC,2017-07-17 08:09:00+03,115100
6B96E5,2017-06-27 23:28:00+03,14000
6B977D,2017-07-20 03:44:00+03,50800
6B97C1,2017-07-20 23:07:00+03,81300
6B987E,2017-07-06 19:15:00+03,62600
6B9898,2017-06-29 16:46:00+03,73600
6B98B0,2017-06-27 16:19:00+03,149300
6B991C,2017-07-10 00:16:00+03,185600
6B9963,2017-07-16 20:50:00+03,30400
6B9967,2017-08-14 10:03:00+03,53200
6B997F,2017-07-02 05:08:00+03,75800
6B999C,2017-07-07 01:38:00+03,123000
6B9A09,2017-08-12 20:38:00+03,18000
6B9A45,2017-07-13 18:21:00+03,67100
6B9AD4,2017-07-27 10:32:00+03,65400
6B9AFA,2017-08-13 08:19:00+03,29300
6B9B69,2017-07-24 19:26:00+03,125400
6B9BAC,2017-08-10 13:48:00+03,55800
6B9BB4,2017-08-02 07:29:00+03,265700
6B9BF0,2017-08-14 15:51:00+03,24000
6B9C4B,2017-07-07 06:55:00+03,49100
6B9C94,2017-08-12 00:32:00+03,66600
6B9C9C,2017-07-14 07:02:00+03,131100
6B9CA1,2017-07-17 17:52:00+03,55800
6B9CB8,2017-07-02 02:34:00+03,110300
6B9CE1,2017-07-17 22:04:00+03,139700
6B9D44,2017-08-02 02:33:00+03,33800
6B9E39,2017-08-14 04:39:00+03,101200
6B9EB3,2017-07-31 01:16:00+03,65200
6B9ED0,2017-07-30 23:33:00+03,16400
6B9EE5,2017-08-13 17:11:00+03,61500
6B9EF4,2017-07-06 07:52:00+03,31600
6B9F17,2017-07-12 01:04:00+03,32200
6BA013,2017-08-09 16:59:00+03,23200
6BA067,2017-07-16 10:19:00+03,112100
6BA07D,2017-06-28 11:37:00+03,92000
6BA0A3,2017-07-14 03:03:00+03,16400
6BA131,2017-08-13 20:22:00+03,150600
6BA16F,2017-07-24 05:34:00+03,54300
6BA179,2017-07-27 05:35:00+03,28700
6BA1C7,2017-08-13 01:39:00+03,95200
6BA21C,2017-08-14 06:34:00+03,18900
6BA24D,2017-08-01 21:15:00+03,36200
6BA250,2017-07-10 06:36:00+03,68600
6BA277,2017-08-05 02:04:00+03,25400
6BA2B9,2017-07-10 22:55:00+03,46000
6BA2BF,2017-08-03 08:13:00+03,23400
6BA2D3,2017-07-31 23:29:00+03,135400
6BA2D8,2017-08-03 14:16:00+03,61800
6BA2F6,2017-07-07 01:58:00+03,46800
6BA315,2017-07-15 04:43:00+03,16800
6BA323,2017-08-03 23:56:00+03,25200
6BA3B4,2017-07-12 09:53:00+03,29600
6BA3C1,2017-07-08 00:14:00+03,108000
6BA416,2017-08-13 13:37:00+03,46000
6BA448,2017-07-29 04:34:00+03,70800
6BA469,2017-08-03 21:20:00+03,36200
6BA483,2017-07-02 13:18:00+03,189200
6BA493,2017-08-05 17:23:00+03,31800
6BA4BE,2017-07-06 02:02:00+03,46800
6BA4CD,2017-08-02 00:38:00+03,85000
6BA4E6,2017-08-06 10:08:00+03,280400
6BA562,2017-07-07 19:31:00+03,23200
6BA5F0,2017-08-13 19:39:00+03,148200
6BA5F3,2017-07-09 06:52:00+03,24800
6BA62E,2017-07-26 14:37:00+03,98200
6BA63F,2017-07-14 02:27:00+03,78200
6BA690,2017-06-29 05:56:00+03,85000
6BA6BA,2017-07-19 03:01:00+03,12600
6BA6C6,2017-07-15 10:12:00+03,37900
6BA6C9,2017-07-17 16:57:00+03,83000
6BA7B5,2017-07-22 15:09:00+03,90400
6BA7BB,2017-07-04 03:03:00+03,39500
6BA7BC,2017-08-09 06:42:00+03,68100
6BA7C2,2017-08-02 06:54:00+03,28000
6BA824,2017-08-07 21:46:00+03,46400
6BA957,2017-07-13 13:39:00+03,65900
6BA9A7,2017-07-18 00:49:00+03,122600
6BA9F1,2017-07-11 23:34:00+03,124200
6BAA85,2017-07-20 18:08:00+03,22100
6BAA88,2017-08-14 06:25:00+03,46000
6BAAF2,2017-06-30 14:57:00+03,554600
6BAB14,2017-07-19 00:52:00+03,270800
6BAB5F,2017-07-16 14:00:00+03,28000
6BABCC,2017-07-16 15:20:00+03,31400
6BABD8,2017-07-26 23:43:00+03,140100
6BABE8,2017-07-08 13:43:00+03,32800
6BABEC,2017-07-26 01:47:00+03,20000
6BABF1,2017-08-05 17:19:00+03,7400
6BAC14,2017-08-13 00:05:00+03,28000
6BAC16,2017-07-21 06:41:00+03,40400
6BAC87,2017-07-11 00:13:00+03,95000
6BAC89,2017-07-30 13:50:00+03,32900
6BAD9A,2017-07-04 21:51:00+03,139500
6BAE8E,2017-08-05 17:29:00+03,58000
6BAEAD,2017-07-19 19:53:00+03,45200
6BAF12,2017-07-23 18:09:00+03,14000
6BAF15,2017-07-08 17:05:00+03,246000
6BAF40,2017-07-24 09:57:00+03,43200
6BAF7A,2017-07-17 09:36:00+03,130100
6BAF81,2017-07-03 21:34:00+03,47100
6BAF82,2017-08-06 08:58:00+03,35600
6BAFA8,2017-07-22 23:20:00+03,386300
6BAFEE,2017-07-10 03:53:00+03,124200
6BAFFE,2017-07-22 22:04:00+03,36900
6BB017,2017-08-14 04:54:00+03,28700
6BB073,2017-07-04 09:41:00+03,189100
6BB0C2,2017-08-12 16:51:00+03,174000
6BB0E0,2017-08-12 16:13:00+03,27800
6BB0E4,2017-07-10 00:34:00+03,119600
6BB0FB,2017-07-11 12:14:00+03,46300
6BB120,2017-08-03 17:17:00+03,32800
6BB136,2017-07-11 11:24:00+03,6000
6BB160,2017-07-04 17:29:00+03,86300
6BB17E,2017-08-02 16:29:00+03,3400
6BB180,2017-08-10 06:28:00+03,102600
6BB1C5,2017-07-19 08:03:00+03,87100
6BB1F6,2017-07-06 02:28:00+03,263100
6BB20E,2017-07-27 20:39:00+03,96400
6BB22A,2017-08-01 20:19:00+03,87000
6BB292,2017-08-05 03:48:00+03,154500
6BB329,2017-06-26 02:33:00+03,26000
6BB352,2017-07-27 08:45:00+03,103800
6BB364,2017-07-05 15:58:00+03,119600
6BB39C,2017-07-31 14:27:00+03,270800
6BB3C0,2017-07-31 09:47:00+03,314400
6BB3C7,2017-07-29 01:21:00+03,133200
6BB42E,2017-07-12 10:31:00+03,29200
6BB526,2017-08-07 11:07:00+03,83900
6BB54F,2017-06-29 01:11:00+03,23600
6BB566,2017-08-03 19:22:00+03,159200
6BB567,2017-08-08 21:45:00+03,76300
6BB5BE,2017-08-03 20:57:00+03,19600
6BB600,2017-08-11 04:32:00+03,167400
6BB623,2017-07-15 05:38:00+03,91600
6BB65E,2017-07-01 11:21:00+03,43200
6BB6E9,2017-07-04 12:10:00+03,98000
6BB72A,2017-07-14 07:35:00+03,58700
6BB793,2017-08-07 11:24:00+03,73500
6BB7EE,2017-07-14 00:38:00+03,58800
6BB7F8,2017-08-14 15:18:00+03,40200
6BB85A,2017-08-08 10:48:00+03,65500
6BB872,2017-07-15 23:22:00+03,31400
6BB887,2017-07-17 13:04:00+03,22000
6BB89B,2017-07-09 17:21:00+03,49800
6BB8B1,2017-07-15 08:43:00+03,81600
6BB8E0,2017-07-18 12:44:00+03,39800
6BB965,2017-07-17 02:02:00+03,56000
6BB987,2017-07-19 06:55:00+03,75800
6BBA9D,2017-07-05 13:27:00+03,18000
6BBACC,2017-06-30 13:59:00+03,52700
6BBB50,2017-07-09 23:13:00+03,19600
6BBB6A,2017-08-11 16:31:00+03,60400
6BBBA2,2017-08-13 00:29:00+03,135600
6BBD34,2017-07-19 12:13:00+03,7400
6BBD50,2017-07-12 05:44:00+03,11300
6BBD96,2017-07-16 01:56:00+03,24400
6BBDCC,2017-07-29 20:25:00+03,30200
6BBE1A,2017-08-12 14:50:00+03,9200
6BBE9E,2017-07-25 20:01:00+03,547600
6BBED5,2017-07-29 16:01:00+03,173500
6BBEE6,2017-07-10 13:08:00+03,417000
6BBF28,2017-07-26 14:31:00+03,31900
6BBF48,2017-08-07 04:54:00+03,58900
6BBF7C,2017-07-08 10:03:00+03,93900
6BBFC8,2017-08-11 00:38:00+03,112000
6BBFE2,2017-07-09 05:49:00+03,64500
6BC056,2017-07-19 09:13:00+03,34400
6BC06D,2017-08-13 03:09:00+03,96400
6BC0A5,2017-07-11 03:56:00+03,13400
6BC0E2,2017-08-05 05:44:00+03,47100
6BC0EC,2017-07-24 04:47:00+03,16400
6BC264,2017-07-22 16:28:00+03,93900
6BC27C,2017-08-11 05:01:00+03,53100
6BC28C,2017-07-26 18:04:00+03,31600
6BC2B4,2017-07-17 01:44:00+03,81500
6BC2B8,2017-07-27 16:43:00+03,38500
6BC36E,2017-07-04 03:46:00+03,27800
6BC3D3,2017-08-06 01:34:00+03,23400
6BC3EB,2017-08-08 09:13:00+03,44600
6BC3EF,2017-08-03 11:02:00+03,37900
6BC480,2017-07-03 03:43:00+03,46400
6BC491,2017-07-25 07:38:00+03,21400
6BC4A7,2017-07-09 00:24:00+03,65300
6BC4D9,2017-07-18 13:14:00+03,213800
6BC4E3,2017-07-10 13:00:00+03,40800
6BC504,2017-07-04 20:57:00+03,16400
6BC518,2017-08-03 13:25:00+03,79500
6BC54F,2017-07-10 02:30:00+03,189800
6BC560,2017-07-10 18:30:00+03,33000
6BC568,2017-07-12 00:08:00+03,65900
6BC58A,2017-07-15 13:21:00+03,219200
6BC5E3,2017-07-15 12:48:00+03,53600
6BC65C,2017-07-14 11:11:00+03,147200
6BC690,2017-08-10 22:38:00+03,28000
6BC6C6,2017-07-06 20:56:00+03,55800
6BC6E3,2017-07-19 23:46:00+03,125100
6BC720,2017-07-16 09:23:00+03,72400
6BC744,2017-08-10 23:51:00+03,6700
6BC80E,2017-07-25 19:02:00+03,136200
6BC88F,2017-08-12 15:15:00+03,69500
6BC906,2017-08-05 18:46:00+03,26000
6BC98A,2017-07-28 11:41:00+03,91200
6BC9BA,2017-08-02 09:25:00+03,19800
6BC9BB,2017-07-13 17:46:00+03,67600
6BC9CE,2017-07-08 10:49:00+03,58600
6BC9E0,2017-08-12 14:58:00+03,15000
6BCA56,2017-08-05 16:51:00+03,12400
6BCA9E,2017-08-07 08:40:00+03,85000
6BCAE5,2017-08-04 09:11:00+03,119000
6BCBA8,2017-07-17 10:17:00+03,86600
6BCBE1,2017-07-23 09:05:00+03,75600
6BCBEA,2017-07-15 07:05:00+03,26300
6BCC01,2017-07-28 04:47:00+03,65800
6BCC07,2017-07-27 15:18:00+03,16400
6BCC48,2017-07-03 12:45:00+03,47100
6BCC5A,2017-08-09 02:08:00+03,75800
6BCC62,2017-07-09 06:35:00+03,6700
6BCC88,2017-08-03 18:37:00+03,46300
6BCD01,2017-08-02 14:18:00+03,289800
6BCDBD,2017-08-13 19:48:00+03,66000
6BCDEF,2017-07-10 23:59:00+03,61800
6BCE84,2017-07-05 22:20:00+03,31200
6BCE8F,2017-07-13 22:52:00+03,56000
6BCF09,2017-07-14 00:51:00+03,25600
6BCF68,2017-07-25 00:12:00+03,204500
6BD075,2017-08-07 15:57:00+03,40000
6BD0A5,2017-08-07 21:00:00+03,43000
6BD0D4,2017-07-17 20:33:00+03,192200
6BD0F4,2017-07-13 13:16:00+03,56600
6BD12A,2017-07-05 23:17:00+03,61800
6BD1A7,2017-07-26 02:40:00+03,42400
6BD1D4,2017-07-08 18:55:00+03,6300
6BD2CF,2017-07-09 11:43:00+03,35200
6BD345,2017-07-04 05:34:00+03,32200
6BD35B,2017-07-05 15:56:00+03,29400
6BD3B0,2017-07-21 04:41:00+03,40800
6BD3FD,2017-07-29 20:43:00+03,28800
6BD42F,2017-08-15 01:51:00+03,169300
6BD46B,2017-07-07 20:12:00+03,135400
6BD497,2017-06-29 19:08:00+03,57500
6BD49C,2017-07-05 23:32:00+03,25600
6BD4BC,2017-08-13 02:36:00+03,30200
6BD4D5,2017-07-23 23:47:00+03,26000
6BD528,2017-08-05 04:49:00+03,72700
6BD54A,2017-08-07 02:36:00+03,41200
6BD567,2017-07-07 05:48:00+03,8000
6BD578,2017-08-11 18:30:00+03,44000
6BD5A4,2017-07-13 13:12:00+03,133200
6BD5B1,2017-07-08 12:51:00+03,47200
6BD633,2017-07-08 22:11:00+03,29400
6BD643,2017-07-09 14:29:00+03,73900
6BD69C,2017-08-01 05:50:00+03,124400
6BD69E,2017-08-06 15:21:00+03,22000
6BD6A8,2017-08-06 18:57:00+03,61700
6BD6C5,2017-07-24 03:40:00+03,201200
6BD6CC,2017-08-05 04:34:00+03,42400
6BD71A,2017-07-12 06:56:00+03,73500
6BD745,2017-08-14 06:42:00+03,199700
6BD7CE,2017-07-15 16:05:00+03,14000
6BD7EA,2017-07-07 05:33:00+03,20400
6BD86E,2017-08-11 17:14:00+03,37900
6BD8FB,2017-07-19 13:25:00+03,46400
6BD90F,2017-08-08 01:24:00+03,372500
6BD914,2017-07-18 15:53:00+03,26700
6BD915,2017-07-16 11:11:00+03,56000
6BD91A,2017-08-13 01:15:00+03,27200
6BD9A7,2017-08-05 00:58:00+03,6800
6BDA31,2017-08-09 09:03:00+03,24400
6BDA36,2017-07-17 15:54:00+03,11600
6BDA66,2017-08-02 11:58:00+03,23600
6BDA87,2017-08-05 01:03:00+03,46400
6BDAF7,2017-07-08 12:03:00+03,19600
6BDB57,2017-07-14 19:57:00+03,66600
6BDBAF,2017-07-21 15:19:00+03,73100
6BDBB6,2017-08-15 11:05:00+03,172100
6BDBC1,2017-07-04 10:43:00+03,8400
6BDBC8,2017-07-26 04:26:00+03,88900
6BDBCA,2017-07-10 16:20:00+03,28800
6BDBEC,2017-07-12 09:14:00+03,78300
6BDC5F,2017-07-27 12:50:00+03,68800
6BDD51,2017-07-29 14:04:00+03,112600
6BDD8A,2017-07-23 15:03:00+03,26000
6BDE04,2017-07-10 04:34:00+03,211300
6BDE87,2017-08-05 21:10:00+03,44800
6BDE91,2017-08-07 20:18:00+03,56000
6BDE95,2017-08-11 05:47:00+03,133700
6BDE96,2017-08-13 01:04:00+03,134400
6BDEC0,2017-07-18 05:40:00+03,92800
6BDEFF,2017-08-11 05:12:00+03,81700
6BDF14,2017-07-05 02:40:00+03,6000
6BDF2E,2017-07-03 20:56:00+03,131100
6BDF64,2017-07-31 23:10:00+03,40800
6BDFCF,2017-08-12 11:26:00+03,38600
6BDFEB,2017-06-30 16:42:00+03,28000
6BDFF4,2017-08-01 00:00:00+03,103200
6BE03F,2017-07-14 07:26:00+03,59800
6BE046,2017-07-24 00:38:00+03,46400
6BE04B,2017-07-08 06:12:00+03,14400
6BE067,2017-07-21 01:59:00+03,6300
6BE079,2017-07-04 03:17:00+03,14000
6BE07C,2017-07-27 21:27:00+03,45100
6BE0A5,2017-07-10 16:18:00+03,122900
6BE0DE,2017-07-20 07:56:00+03,326300
6BE10E,2017-07-28 11:21:00+03,28800
6BE13F,2017-08-12 01:06:00+03,37900
6BE1BB,2017-07-19 13:15:00+03,48800
6BE1D0,2017-08-13 18:23:00+03,36200
6BE209,2017-08-12 14:19:00+03,50600
6BE25A,2017-07-18 21:12:00+03,94000
6BE271,2017-07-19 04:39:00+03,56000
6BE297,2017-07-08 14:29:00+03,28000
6BE2C7,2017-07-27 10:28:00+03,23200
6BE374,2017-07-03 05:04:00+03,30000
6BE3BB,2017-08-02 13:22:00+03,68800
6BE418,2017-07-05 02:51:00+03,32800
6BE4A6,2017-07-02 02:44:00+03,48800
